#t(s) x y z
0 -0.03333333333 0 0 
0 0 0 0 
0 0.03333333333 0 0 
0 0.06666666667 0 0 
0 0.1 0 0 
1 -0.03333333333 0 0 
1 0 0 0 
1 0.02039298888 -0.02639535731 -6.741619536e-21 
1 0.03669861202 -0.05548420942 -1.276901132e-20 
1 0.05329145773 -0.08439953422 -1.194787789e-20 
2 -0.03333333333 0 0 
2 0 0 0 
2 0.01610518132 -0.02921229628 -1.487662618e-21 
2 0.02478647018 -0.06141151759 -3.208908739e-21 
2 0.03285074 -0.09376004983 -5.653796711e-21 
3 -0.03333333333 0 0 
3 0 0 0 
3 0.014429776 -0.03007565788 2.010178932e-22 
3 0.01977763717 -0.06299354539 9.867976467e-23 
3 0.02377190884 -0.09609214556 3.615846329e-22 
4 -0.03333333333 0 0 
4 0 0 0 
4 0.01387315078 -0.03033648609 -1.099584557e-21 
4 0.01805062053 -0.06342337793 -8.495871417e-24 
4 0.02057395989 -0.09666652044 1.608079508e-21 
5 -0.03333333333 0 0 
5 0 0 0 
5 0.0137468218 -0.0303939398 2.310296196e-21 
5 0.0176517688 -0.06351411624 5.683027409e-22 
5 0.01982853278 -0.09678175439 3.085997681e-22 
6 -0.03333333333 0 0 
6 0 0 0 
6 0.0137509899 -0.03039205083 -8.189942256e-23 
6 0.01766329937 -0.06351135519 8.154918344e-22 
6 0.01984849517 -0.09677843906 4.220613319e-22 
7 -0.03333333333 0 0 
7 0 0 0 
7 0.01377699477 -0.03038026837 9.668781127e-22 
7 0.01774407621 -0.06349305104 -5.598494764e-22 
7 0.01999822701 -0.09675553158 -4.138263259e-22 
8 -0.03333333333 0 0 
8 0 0 0 
8 0.01379588892 -0.03037169105 2.419843658e-22 
8 0.01780286606 -0.0634796657 -1.846201318e-22 
8 0.0201073121 -0.09673869814 -9.660377576e-22 
9 -0.03333333333 0 0 
9 0 0 0 
9 0.01380543215 -0.03036735335 2.736109141e-22 
9 0.01783255595 -0.06347288149 -1.451894562e-22 
9 0.02016239939 -0.09673014372 -1.431751592e-21 
10 -0.03333333333 0 0 
10 0 0 0 
10 0.01380920429 -0.03036563778 2.162452663e-22 
10 0.01784428904 -0.06347019574 -9.491714771e-23 
10 0.02018416697 -0.09672675317 -8.84320233e-22 
11 -0.03333333333 0 0 
11 0 0 0 
11 0.01381031879 -0.0303651308 -1.688109147e-23 
11 0.01784775527 -0.06346940178 -8.755184942e-24 
11 0.02019059725 -0.09672575044 1.911417123e-23 
12 -0.03333333333 0 0 
12 0 0 0 
12 0.01381047541 -0.03036505955 -4.204170456e-22 
12 0.01784824232 -0.06346929019 1.267183548e-23 
12 0.02019150076 -0.0967256095 9.191933244e-23 
13 -0.03333333333 0 0 
13 0 0 0 
13 0.01381039148 -0.03036509773 1.222012259e-22 
13 0.01784798128 -0.06346934999 5.965851779e-23 
13 0.02019101647 -0.09672568503 -8.75530426e-23 
14 -0.03333333333 0 0 
14 0 0 0 
14 0.01381029979 -0.03036513944 6.720675797e-23 
14 0.01784769612 -0.06346941532 1.020155854e-22 
14 0.02019048745 -0.09672576755 -7.051069072e-22 
15 -0.03333333333 0 0 
15 0 0 0 
15 0.01381024586 -0.03036516398 -7.750198993e-23 
15 0.01784752839 -0.06346945374 1.028741712e-22 
15 0.02019017629 -0.09672581608 -3.122483236e-23 
16 -0.03333333333 0 0 
16 0 0 0 
16 0.01381022181 -0.03036517492 4.795783659e-22 
16 0.01784745359 -0.06346947088 -4.045543011e-22 
16 0.02019003754 -0.09672583772 -3.165600769e-23 
17 -0.03333333333 0 0 
17 0 0 0 
17 0.01381021345 -0.03036517872 -3.476338742e-23 
17 0.01784742759 -0.06346947683 -8.024878335e-23 
17 0.0201899893 -0.09672584524 -6.420121749e-23 
18 -0.03333333333 0 0 
18 0 0 0 
18 0.01381021151 -0.0303651796 2.538414605e-23 
18 0.01784742154 -0.06346947822 2.246917483e-23 
18 0.02018997807 -0.09672584699 -5.141231726e-24 
19 -0.03333333333 0 0 
19 0 0 0 
19 0.01381021156 -0.03036517958 1.019288896e-22 
19 0.01784742169 -0.06346947818 4.205092017e-24 
19 0.02018997835 -0.09672584695 -7.483135572e-22 
20 -0.03333333333 0 0 
20 0 0 0 
20 0.01381021195 -0.03036517941 -8.473298786e-23 
20 0.0178474229 -0.06346947791 -1.387787403e-22 
20 0.0201899806 -0.0967258466 -1.13735139e-22 
21 -0.03333333333 0 0 
21 0 0 0 
21 0.01381021223 -0.03036517928 -1.710634614e-22 
21 0.01784742379 -0.0634694777 -5.852781987e-23 
21 0.02018998224 -0.09672584634 7.101247935e-23 
22 -0.03333333333 0 0 
22 0 0 0 
22 0.01381021238 -0.03036517921 5.322794559e-22 
22 0.01784742423 -0.0634694776 1.702029096e-22 
22 0.02018998308 -0.09672584621 -4.428713469e-22 
23 -0.03333333333 0 0 
23 0 0 0 
23 0.01381021243 -0.03036517918 -5.26456355e-23 
23 0.01784742441 -0.06346947756 -7.677835731e-23 
23 0.0201899834 -0.09672584616 2.121861598e-22 
24 -0.03333333333 0 0 
24 0 0 0 
24 0.01381021245 -0.03036517918 2.899149374e-23 
24 0.01784742446 -0.06346947755 -2.951670539e-23 
24 0.0201899835 -0.09672584615 -1.836553326e-22 
25 -0.03333333333 0 0 
25 0 0 0 
25 0.01381021245 -0.03036517918 -2.465792649e-22 
25 0.01784742447 -0.06346947755 -2.007512052e-22 
25 0.02018998352 -0.09672584614 1.044007568e-23 
26 -0.03333333333 0 0 
26 0 0 0 
26 0.01381021245 -0.03036517918 5.344539024e-23 
26 0.01784742447 -0.06346947755 -7.712306921e-23 
26 0.02018998351 -0.09672584615 -4.840735052e-22 
27 -0.03333333333 0 0 
27 0 0 0 
27 0.01381021245 -0.03036517918 -2.0561804e-24 
27 0.01784742446 -0.06346947755 -2.696440974e-23 
27 0.0201899835 -0.09672584615 8.191331342e-23 
28 -0.03333333333 0 0 
28 0 0 0 
28 0.01381021245 -0.03036517918 7.269543163e-22 
28 0.01784742446 -0.06346947755 -1.809856399e-22 
28 0.0201899835 -0.09672584615 -7.675233934e-23 
29 -0.03333333333 0 0 
29 0 0 0 
29 0.01381021245 -0.03036517918 6.734414335e-23 
29 0.01784742446 -0.06346947755 9.181726428e-23 
29 0.02018998349 -0.09672584615 -3.73064932e-22 
30 -0.03333333333 0 0 
30 0 0 0 
30 0.01381021245 -0.03036517918 -8.126823811e-22 
30 0.01784742446 -0.06346947755 -1.828767799e-22 
30 0.02018998349 -0.09672584615 -2.584301586e-23 
31 -0.03333333333 0 0 
31 0 0 0 
31 0.01381021245 -0.03036517918 2.745376376e-23 
31 0.01784742446 -0.06346947755 1.140973419e-22 
31 0.02018998349 -0.09672584615 -1.99518164e-22 
32 -0.03333333333 0 0 
32 0 0 0 
32 0.01381021245 -0.03036517918 -1.397118922e-21 
32 0.01784742446 -0.06346947755 -3.946345046e-22 
32 0.02018998349 -0.09672584615 3.992909738e-23 
33 -0.03333333333 0 0 
33 0 0 0 
33 0.01381021245 -0.03036517918 1.432425354e-22 
33 0.01784742446 -0.06346947755 2.262944334e-22 
33 0.02018998349 -0.09672584615 -8.957308999e-23 
34 -0.03333333333 0 0 
34 0 0 0 
34 0.01381021245 -0.03036517918 5.927283668e-23 
34 0.01784742446 -0.06346947755 1.843148928e-23 
34 0.02018998349 -0.09672584615 -1.398422291e-22 
35 -0.03333333333 0 0 
35 0 0 0 
35 0.01381021245 -0.03036517918 -4.987625125e-23 
35 0.01784742446 -0.06346947755 -4.457680924e-24 
35 0.02018998349 -0.09672584615 2.411606158e-23 
36 -0.03333333333 0 0 
36 0 0 0 
36 0.01381021245 -0.03036517918 -9.072741444e-24 
36 0.01784742446 -0.06346947755 -2.519110329e-23 
36 0.02018998349 -0.09672584615 -5.222454378e-24 
37 -0.03333333333 0 0 
37 0 0 0 
37 0.01381021245 -0.03036517918 -8.080451752e-23 
37 0.01784742446 -0.06346947755 -1.181153592e-22 
37 0.02018998349 -0.09672584615 -1.251894488e-22 
38 -0.03333333333 0 0 
38 0 0 0 
38 0.01381021245 -0.03036517918 2.134392025e-22 
38 0.01784742446 -0.06346947755 -2.968603564e-22 
38 0.02018998349 -0.09672584615 -1.947552807e-22 
39 -0.03333333333 0 0 
39 0 0 0 
39 0.01381021245 -0.03036517918 8.488057158e-22 
39 0.01784742446 -0.06346947755 2.812929053e-22 
39 0.02018998349 -0.09672584615 -7.229540701e-22 
40 -0.03333333333 0 0 
40 0 0 0 
40 0.01381021245 -0.03036517918 -3.014954909e-22 
40 0.01784742446 -0.06346947755 6.136793601e-22 
40 0.02018998349 -0.09672584615 1.868120718e-23 
41 -0.03333333333 0 0 
41 0 0 0 
41 0.01381021245 -0.03036517918 1.098384385e-22 
41 0.01784742446 -0.06346947755 -1.718300986e-23 
41 0.02018998349 -0.09672584615 -1.567726652e-22 
42 -0.03333333333 0 0 
42 0 0 0 
42 0.01381021245 -0.03036517918 3.614364769e-23 
42 0.01784742446 -0.06346947755 1.126864362e-22 
42 0.02018998349 -0.09672584615 9.865116978e-23 
43 -0.03333333333 0 0 
43 0 0 0 
43 0.01381021245 -0.03036517918 2.755581361e-23 
43 0.01784742446 -0.06346947755 6.544642027e-23 
43 0.02018998349 -0.09672584615 1.103041391e-22 
44 -0.03333333333 0 0 
44 0 0 0 
44 0.01381021245 -0.03036517918 1.180701755e-23 
44 0.01784742446 -0.06346947755 2.78260646e-23 
44 0.02018998349 -0.09672584615 4.652105597e-23 
45 -0.03333333333 0 0 
45 0 0 0 
45 0.01381021245 -0.03036517918 1.743172668e-24 
45 0.01784742446 -0.06346947755 4.106654309e-24 
45 0.02018998349 -0.09672584615 6.859339984e-24 
46 -0.03333333333 0 0 
46 0 0 0 
46 0.01381021245 -0.03036517918 -1.638712699e-24 
46 0.01784742446 -0.06346947755 -3.862366435e-24 
46 0.02018998349 -0.09672584615 -6.456700942e-24 
47 -0.03333333333 0 0 
47 0 0 0 
47 0.01381021245 -0.03036517918 -1.625247318e-24 
47 0.01784742446 -0.06346947755 -3.829917687e-24 
47 0.02018998349 -0.09672584615 -6.402142095e-24 
48 -0.03333333333 0 0 
48 0 0 0 
48 0.01381021245 -0.03036517918 -7.816083019e-25 
48 0.01784742446 -0.06346947755 -1.842488747e-24 
48 0.02018998349 -0.09672584615 -3.080212698e-24 
49 -0.03333333333 0 0 
49 0 0 0 
49 0.01381021245 -0.03036517918 -1.699731427e-25 
49 0.01784742446 -0.06346947755 -4.003487637e-25 
49 0.02018998349 -0.09672584615 -6.690594753e-25 
50 -0.03333333333 0 0 
50 0 0 0 
50 0.01381021245 -0.03036517918 6.870942908e-26 
50 0.01784742446 -0.06346947755 1.620298714e-25 
50 0.02018998349 -0.09672584615 2.708505115e-25 
51 -0.03333333333 0 0 
51 0 0 0 
51 0.01381021245 -0.03036517918 9.203694241e-26 
51 0.01784742446 -0.06346947755 2.168667354e-25 
51 0.02018998349 -0.09672584615 3.625080941e-25 
